one_conn_time,agg_throughput
6.103515625e-05,250.8180555557678
7.343292236328125e-05,243.94261074153735
7.796287536621094e-05,458.213467246405
6.29425048828125e-05,226.946106031596
6.699562072753906e-05,233.27103021300937

0.00030231475830078125,114.96868150109273
0.000148773193359375,210.2403657231912
0.0003027915954589844,22.302801172935123
0.00015091896057128906,315.6336755294564
0.00011420249938964844,73.45519928149506
8.177757263183594e-05,53.702669601279055
6.937980651855469e-05,37.5386988144078
6.937980651855469e-05,197.54775185027938
0.00013947486877441406,47.6300603903866
